technical_id,key,object_number,neighborhood,locality,type_of_green_space,green_space_name,name_extension,year_built,last_renovation_year,size_sqm,dedication,planning_area_number,planning_area_name,address1,latitude,longitude
00008100_0016cfb6,00008100:0016cfb6,70505,Pankow,Weißensee,Grünanlage,Kreuzpfuhl,Jürgen Kuczynski-Park,2001.0,,14524.0,gewidmet,3500933.0,Weißer See,"Kreuzpfuhl, Berlin, Germany",52.5529372,13.4526379
00008100_0016cdf2,00008100:0016cdf2,70122,Pankow,Heinersdorf,Grünanlage,Platz A Heinersdorf,,,,4625.0,gewidmet,3300516.0,Heinersdorf,"Platz A Heinersdorf, Berlin, Germany",52.5781582,13.4426744
00008100_00146dcd,00008100:00146dcd,60420,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,"Volkspark Friedrichshain, ehemals Park-Pavillion",,,,1899.0,gewidmet,2400520.0,Barnimkiez,"Volkspark Friedrichshain, ehemals Park-Pavillion, Berlin, Germany",,
00008100_0016d0d3,00008100:0016d0d3,00735,Pankow,Blankenfelde,Grünanlage,Rosenthaler Weg/ Blankenfelder Str.,"Retentionsbecken, Buchholz-West",,,31427.0,gewidmet,3200204.0,Blankenfelde,"Rosenthaler Weg/ Blankenfelder Str., Berlin, Germany",,
00008100_0016d406,00008100:0016d406,70912,Pankow,Prenzlauer Berg,Grünanlage,Arnswalder Platz,,2002.0,2018.0,15055.0,gewidmet,3701660.0,Bötzowstraße,"Arnswalder Platz, Berlin, Germany",52.5330863,13.4372299
00008100_0016cdd1,00008100:0016cdd1,00169,Pankow,Niederschönhausen,Grünanlage,Schlosspark Schönhausen,,,,158238.0,gewidmet,3400725.0,Schlosspark,"Schlosspark Schönhausen, Berlin, Germany",52.5778996,13.4069519
00008100_0016ce4e,00008100:0016ce4e,70168,Pankow,Karow,Grünanlage,Am Rübländer Graben,Am Auepark,,,2237.0,künftige Widmung,3300411.0,Karow Nord,"Am Rübländer Graben, Berlin, Germany",52.6201158,13.4697578
00008100_001c9424,00008100:001c9424,05GA04,Lichtenberg,Neu-Hohenschönhausen,Grünanlage,Seehausener Str. 34-44,,,,1687.0,gewidmet,11100204.0,Falkenberg West,"Seehausener Str. 34-44, Berlin, Germany",52.5624723,13.5249762
00008100_0016cef2,00008100:0016cef2,70138,Pankow,Heinersdorf,Grünanlage,Schmöckpfuhlgrabengrünzug,,,,80112.0,gewidmet,3300516.0,Heinersdorf,"Schmöckpfuhlgrabengrünzug, Berlin, Germany",,
00008100_0016d01b,00008100:0016d01b,70604,Pankow,Prenzlauer Berg,Grünanlage,Kollwitzstr. 67/ Wörther Str. 34,Schöne Ecke,2002.0,,777.0,gewidmet,3701555.0,Sredzkistraße,"Kollwitzstr. 67/ Wörther Str. 34, Berlin, Germany",,
00008100_0016ce32,00008100:0016ce32,70150,Pankow,Karow,Grünanlage,Schräger Weg ggü. 44,Liebenstr.,,,5789.0,gewidmet,3300412.0,Karow Bahnhof,"Schräger Weg ggü. 44, Berlin, Germany",,
00008100_00243990,00008100:00243990,00184,Pankow,Niederschönhausen,Grünanlage,Bürgerpark Niederschönhausen,Cottastraße,,,41811.0,gewidmet,3400620.0,Schönholz,"Bürgerpark Niederschönhausen, Berlin, Germany",52.5696873,13.3955497
00008100_0016cde9,00008100:0016cde9,70133,Pankow,Weißensee,Grünanlage,Buschallee/ Orankestrand,,,,9149.0,gewidmet,3501038.0,Hansastraße,"Buschallee/ Orankestrand, Berlin, Germany",,
00008100_00278a36,00008100:00278a36,060351,Treptow-Köpenick,Altglienicke,Grünanlage,Korkedamm Ag GA,Uferweg,,,562.0,gewidmet,9300920.0,Dorf Altglienicke,"Korkedamm Ag GA, Berlin, Germany",,
00008100_0016ce17,00008100:0016ce17,00782,Pankow,Buch,Grünanlage,Pölnitzwiesen I,Pankegrünzug,,,37854.0,gewidmet,3100102.0,Klinikum Buch,"Pölnitzwiesen I, Berlin, Germany",52.6446632,13.5115255
00008100_00146c12,00008100:00146c12,60465,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,Mühlenstr. 47,Park an der Spree,,,20317.0,gewidmet,2400625.0,Wriezener Bahnhof,"Mühlenstr. 47, Berlin, Germany",52.5926825,13.4671046
00008100_0016cf17,00008100:0016cf17,00891,Pankow,Blankenfelde,Grünanlage,Möllersfelde III,Barnimer Dörferweg,,,22449.0,-,3200204.0,Blankenfelde,"Möllersfelde III, Berlin, Germany",,
00008100_0016cfa0,00008100:0016cfa0,70612,Pankow,Prenzlauer Berg,Grünanlage,Teutoburger Platz,,,,5584.0,gewidmet,3701554.0,Teutoburger Platz,"Teutoburger Platz, Berlin, Germany",52.5320755,13.4089061
00008100_0016d0ec,00008100:0016d0ec,00329,Pankow,Pankow,Grünanlage,Ossietzkystr. 12-26,,,,3413.0,gewidmet,3400724.0,Wolfshagener Straße,"Ossietzkystr. 12-26, Berlin, Germany",52.5748995,13.4070242
00008100_0016d36d,00008100:0016d36d,70843,Pankow,Prenzlauer Berg,Grünanlage,Thomas-Mann-Str. 31-35,Pieskower Weg,,,1622.0,gewidmet,3601449.0,Michelangelostraße,"Thomas-Mann-Str. 31-35, Berlin, Germany",52.5415109,13.4480104
00008100_0016cf89,00008100:0016cf89,70590,Pankow,Prenzlauer Berg,Grünanlage,Hanns-Eisler-Str. 2-4,,,,4677.0,gewidmet,3601449.0,Michelangelostraße,"Hanns-Eisler-Str. 2-4, Berlin, Germany",52.540008,13.4513183
00008100_0016cf84,00008100:0016cf84,70550,Pankow,Prenzlauer Berg,Grünanlage,Falkplatz,,,,38387.0,gewidmet,3601142.0,Falkplatz,"Falkplatz, Berlin, Germany",52.5458619,13.4037019
00008100_0016ce1a,00008100:0016ce1a,70107,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Am Graben,Nachtalbenweg,,,23146.0,gewidmet,3300517.0,Märchenland,"Am Graben, Berlin, Germany",52.5738211,13.4666023
00008100_0016d0ae,00008100:0016d0ae,00699,Pankow,Niederschönhausen,Grünanlage,Dietzgenstr. bis Waldowstr.,Kreuzgrabengrünzug,,,2058.0,gewidmet,3200207.0,Herthaplatz,"Dietzgenstr. bis Waldowstr., Berlin, Germany",,
00008100_00243870,00008100:00243870,00662,Pankow,Blankenfelde,Grünanlage,Botanische Anlage Blankenfelde III,Ackerflächen,,,41652.2,gewidmet,3200204.0,Blankenfelde,"Botanische Anlage Blankenfelde III, Berlin, Germany",,
00008100_0016d0ef,00008100:0016d0ef,00727,Pankow,Niederschönhausen,Grünanlage,Klemkestr. bis Schützenstr.,Mauergrünzug,,,17020.0,gewidmet,3400620.0,Schönholz,"Klemkestr. bis Schützenstr., Berlin, Germany",,
00008100_0016cdf1,00008100:0016cdf1,00795,Pankow,Französisch Buchholz,Grünanlage,Bahnhofstraße bis Königsteinbrücke,Pankewanderweg,,,31800.0,gewidmet,3200309.0,Eddastraße,"Bahnhofstraße bis Königsteinbrücke, Berlin, Germany",,
00008100_0016ce90,00008100:0016ce90,70198,Pankow,Blankenburg,Grünanlage,Lindenberger Weg,Okertalstraße 13/19,,,8701.0,gewidmet,3300514.0,Blankenburg,"Lindenberger Weg, Berlin, Germany",52.5936439,13.4667779
00008100_002324af,00008100:002324af,70800,Pankow,Prenzlauer Berg,Grünanlage,Mauerpark Erweiterungsfläche,,2020.0,,68302.0,gewidmet,3601142.0,Falkplatz,"Mauerpark Erweiterungsfläche, Berlin, Germany",,
00008100_0016cfda,00008100:0016cfda,70584,Pankow,Prenzlauer Berg,Grünanlage,Helmholtzplatz,,2001.0,2015.0,9559.0,gewidmet,3601347.0,Helmholtzplatz,"Helmholtzplatz, Berlin, Germany",52.5430211,13.4190326
00008100_0016d0c4,00008100:0016d0c4,00788,Pankow,Pankow,Grünanlage,Ossietzkystr./ Majakowskiring,,,,2010.0,gewidmet,3400722.0,Parkstraße,"Ossietzkystr./ Majakowskiring, Berlin, Germany",,
00008100_0016d426,00008100:0016d426,70863,Pankow,Prenzlauer Berg,Grünanlage,Storkower Str. 99/ Kniprodestr.,,,,7215.0,gewidmet,3601450.0,Volkspark Prenzlauer Berg,"Storkower Str. 99/ Kniprodestr., Berlin, Germany",,
00008100_0016d247,00008100:0016d247,70849,Pankow,Prenzlauer Berg,Grünanlage,Pieskower Weg 39,Randgrün - Schule,,,1674.0,gewidmet,3601449.0,Michelangelostraße,"Pieskower Weg 39, Berlin, Germany",52.5415744,13.4461345
00008100_0016cf00,00008100:0016cf00,80101,Pankow,Prenzlauer Berg,Grünanlage,Zur Marktflagge 10,,2007.0,,6389.0,gewidmet,3601453.0,Alter Schlachthof,"Zur Marktflagge 10, Berlin, Germany",52.5229309,13.4582772
00008100_00146d54,00008100:00146d54,61561,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,Alt-Stralau 55,Engelwiese Wohnpark,,,2240.0,gewidmet,2500836.0,Stralauer Halbinsel,"Alt-Stralau 55, Berlin, Germany",52.496558,13.4665394
00008100_0016cdc6,00008100:0016cdc6,00002,Pankow,Niederschönhausen,Grünanlage,Heinrich-Mann-Platz,,,,8213.0,gewidmet,3400620.0,Schönholz,"Heinrich-Mann-Platz, Berlin, Germany",52.5734975,13.3932525
00008100_0016cdbc,00008100:0016cdbc,00469,Pankow,Französisch Buchholz,Grünanlage,"Parkstr. 24,26,28/ Eddastr.",Lausepark,,,10456.0,gewidmet,3200309.0,Eddastraße,"Parkstr. 24,26,28/ Eddastr., Berlin, Germany",,
00008100_0016ce44,00008100:0016ce44,70143,Pankow,Blankenburg,Grünanlage,Lindenberger Weg I,,,,1965.0,gewidmet,3300514.0,Blankenburg,"Lindenberger Weg I, Berlin, Germany",52.6300007,13.5047671
00008100_0016cdb0,00008100:0016cdb0,00397,Pankow,Buch,Grünanlage,Theodor-Brugsch-Str.,,,,5479.0,gewidmet,3100103.0,Karower Chaussee,"Theodor-Brugsch-Str., Berlin, Germany",52.6297876,13.5028072
00008100_0016d01a,00008100:0016d01a,70605,Pankow,Prenzlauer Berg,Grünanlage,Kollwitzplatz,,,,5936.0,gewidmet,3701556.0,Kollwitzplatz,"Kollwitzplatz, Berlin, Germany",52.5360538,13.4170422
00008100_0016cdfc,00008100:0016cdfc,70100,Pankow,Blankenburg,Grünanlage,Parkanlage am Ilsenburggraben,,2007.0,,27577.0,gewidmet,3300514.0,Blankenburg,"Parkanlage am Ilsenburggraben, Berlin, Germany",,
00008100_0016cf3c,00008100:0016cf3c,00734,Pankow,Französisch Buchholz,Grünanlage,Hauptstr. 64A,,,2018.0,4794.0,gewidmet,3200309.0,Eddastraße,"Hauptstr. 64A, Berlin, Germany",52.4819997,13.8485143
00008100_0023237a,00008100:0023237a,100501,Treptow-Köpenick,Köpenick,Grünanlage,Alfred-Randt-Straße gegenüber Nr. 19 Köp GA,,,,2836.8,gewidmet,9401433.0,Allende II,"Alfred-Randt-Straße gegenüber Nr. 19 Köp GA, Berlin, Germany",,
00008100_0016cfb1,00008100:0016cfb1,70500,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Stadtrandpark Neue Wiesen,,1998.0,,126047.0,gewidmet,3300517.0,Märchenland,"Stadtrandpark Neue Wiesen, Berlin, Germany",52.601663,13.494486
00008100_0016cf20,00008100:0016cf20,00747,Pankow,Buch,Grünanlage,Straße 7,verlängerte Str. 7/südl. der Panke,,,1455.0,künftige Widmung,3100102.0,Klinikum Buch,"Straße 7, Berlin, Germany",52.5888385,13.5363145
00008100_0016d0e8,00008100:0016d0e8,00729,Pankow,Blankenfelde,Grünanlage,Schildower Str./ Birnbaumring 92,,,,24764.0,gewidmet,3200204.0,Blankenfelde,"Schildower Str./ Birnbaumring 92, Berlin, Germany",,
00008100_0016ce16,00008100:0016ce16,70119,Pankow,Weißensee,Grünanlage,Berliner Allee 162/ Wegener-/ Gartenstr.,,,,3925.0,gewidmet,3501038.0,Hansastraße,"Berliner Allee 162/ Wegener-/ Gartenstr., Berlin, Germany",,
00008100_0016cf34,00008100:0016cf34,79221,Pankow,Heinersdorf,Grünanlage,Aidastr./ Tino-Schwierzina-Str.,Schafwaschpfuhlgraben,,,10520.0,gewidmet,3300516.0,Heinersdorf,"Aidastr./ Tino-Schwierzina-Str., Berlin, Germany",,
00008100_0016cdc2,00008100:0016cdc2,00244,Pankow,Wilhelmsruh,Grünanlage,Heegermühler Weg,Seebad Wilhelmsruh,,,8554.0,gewidmet,3400619.0,Wilhelmsruh,"Heegermühler Weg, Berlin, Germany",52.5835136,13.3717751
00008100_0016cdf5,00008100:0016cdf5,00786,Pankow,Blankenfelde,Grünanlage,nördl. Feldmark Blankenfelde I,,,,76993.0,-,3200204.0,Blankenfelde,"nördl. Feldmark Blankenfelde I, Berlin, Germany",,
00008100_0016cf15,00008100:0016cf15,00892,Pankow,Blankenfelde,Grünanlage,Idehorst NSG,,,,18554.0,-,3200204.0,Blankenfelde,"Idehorst NSG, Berlin, Germany",52.6222966,13.4159908
00008100_0016cdde,00008100:0016cdde,00483,Pankow,Pankow,Grünanlage,Wollank- bis Wilhelm-Kuhr-Str.,Mauergrünzug,,,12982.0,gewidmet,3400721.0,Florakiez,"Wollank- bis Wilhelm-Kuhr-Str., Berlin, Germany",,
00008100_0016ce67,00008100:0016ce67,70204,Pankow,Weißensee,Grünanlage,Sulzfelder Str. 8-14,,,,1034.0,gewidmet,3501038.0,Hansastraße,"Sulzfelder Str. 8-14, Berlin, Germany",52.5526696,13.474935
00008100_0016cfc4,00008100:0016cfc4,70597,Pankow,Prenzlauer Berg,Grünanlage,Emmi-und-Wilhelm-Blank-Platz,Storkower Platz,,,2231.0,gewidmet,3601449.0,Michelangelostraße,"Emmi-und-Wilhelm-Blank-Platz, Berlin, Germany",,
00008100_0016cddf,00008100:0016cddf,00399,Pankow,Französisch Buchholz,Grünanlage,"Blankenburger Weg, Kippe",,,,11788.0,gewidmet,3400725.0,Schlosspark,"Blankenburger Weg, Kippe, Berlin, Germany",,
00008100_0016cfbe,00008100:0016cfbe,70573,Pankow,Prenzlauer Berg,Grünanlage,Fröbelplatz,,,2019.0,9166.0,gewidmet,3701657.0,Thälmannpark,"Fröbelplatz, Berlin, Germany",52.5401313,13.4264275
00008100_0016cdb3,00008100:0016cdb3,00275,Pankow,Französisch Buchholz,Grünanlage,Löffelbrücke bis Bahnhofstraße,Pankewanderweg,,,27002.6,gewidmet,3400725.0,Schlosspark,"Löffelbrücke bis Bahnhofstraße, Berlin, Germany",,
00008100_00279fbb,00008100:00279fbb,60135,Friedrichshain-Kreuzberg,Kreuzberg,Grünanlage,Görlitzer Park Fläche BBB,Teilfläche auf Spreewaldbad,,,1036.0,gewidmet,2300418.0,Reichenberger Straße Ost,"Görlitzer Park Fläche BBB, Berlin, Germany",,
00008100_0016d183,00008100:0016d183,70802,Pankow,Prenzlauer Berg,Grünanlage,Mauerpark,,1994.0,,74793.0,gewidmet,3601142.0,Falkplatz,"Mauerpark, Berlin, Germany",52.5437161,13.4019329
00008100_0016ce0c,00008100:0016ce0c,70115,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Bitburger Teiche,Darßer Straße / Bitburger Straße,,,10335.0,gewidmet,3300517.0,Märchenland,"Bitburger Teiche, Berlin, Germany",52.5639586,13.4813645
00008100_00146db8,00008100:00146db8,60401,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,Tunnelstr. 37,Pocketpark 1 und Ufergrünzug Rummelsburger See,,,5497.0,gewidmet,2500836.0,Stralauer Halbinsel,"Tunnelstr. 37, Berlin, Germany",52.490843,13.4800621
00008100_0016d41c,00008100:0016d41c,70879,Pankow,Prenzlauer Berg,Grünanlage,Wasserturmplatz,Diedenhofer-/Belforter-/Knaack-/Kolmarer,,2018.0,13184.0,gewidmet,3701556.0,Kollwitzplatz,"Wasserturmplatz, Berlin, Germany",52.5336866,13.4180138
00008100_0016ce30,00008100:0016ce30,70214,Pankow,Karow,Grünanlage,"Hofzeichendamm, südlich",Großes Grünband,,,17115.0,gewidmet,3300411.0,Karow Nord,"Hofzeichendamm, südlich, Berlin, Germany",,
00008100_00146e3d,00008100:00146e3d,50050,Friedrichshain-Kreuzberg,Kreuzberg,Grünanlage,Waldemarstr. 45/ Adalbertstr. 78,,,,421.0,gewidmet,2300314.0,Oranienplatz,"Waldemarstr. 45/ Adalbertstr. 78, Berlin, Germany",,
00008100_000a6bf6,00008100:000a6bf6,431.018,Neukölln,Neukölln,Grünanlage,Kottbusser Damm,,,,1929.0,gewidmet,8100310.0,Maybachufer,"Kottbusser Damm, Berlin, Germany",52.4892501,13.4244702
00008100_0016d0ca,00008100:0016d0ca,00700,Pankow,Buch,Grünanlage,Wolfgang-Heinz-Str. südl. 45,Ernst-Busch-Str. 25,,,11526.0,gewidmet,3100103.0,Karower Chaussee,"Wolfgang-Heinz-Str. südl. 45, Berlin, Germany",,
00008100_0016d013,00008100:0016d013,70599,Pankow,Prenzlauer Berg,Grünanlage,Bornholmer Str. bis Esplanade,Mauergrünzug,,,13901.0,gewidmet,3601139.0,Norweger Viertel,"Bornholmer Str. bis Esplanade, Berlin, Germany",,
00008100_0016cde1,00008100:0016cde1,00400,Pankow,Französisch Buchholz,Grünanlage,"Zwischen Panke u. KGA ""Blankenburg""","Wiese an d.Teichgaststätte, Pankewanderw",,,9155.0,gewidmet,3400725.0,Schlosspark,"Zwischen Panke u. KGA ""Blankenburg"", Berlin, Germany",,
00008100_0016d128,00008100:0016d128,00800,Pankow,Französisch Buchholz,Grünanlage,Rosenthaler Weg/Blaubeerweg,,,,1510.0,gewidmet,3200308.0,Nisbléstraße,"Rosenthaler Weg/Blaubeerweg, Berlin, Germany",,
00008100_00146cf4,00008100:00146cf4,61941,Friedrichshain-Kreuzberg,Kreuzberg,Grünanlage,"Viktoriapark, Kiosk, Pacht",Kiosk/WC Methfesselstr. 26,,,52.0,gewidmet,2200209.0,Viktoriapark,"Viktoriapark, Kiosk, Pacht, Berlin, Germany",,
00008100_0016cddd,00008100:0016cddd,00195,Pankow,Pankow,Grünanlage,Paracelsusplatz,Paracelsus-/ Achtermann-/ Prießnitzstr.,,,4866.0,gewidmet,3400724.0,Wolfshagener Straße,"Paracelsusplatz, Berlin, Germany",52.5786927,13.4239161
00008100_0016d151,00008100:0016d151,70819,Pankow,Prenzlauer Berg,Grünanlage,Pappelallee 16/17,ehemaliger Friedhof,1995.0,,4869.0,gewidmet,3601347.0,Helmholtzplatz,"Pappelallee 16/17, Berlin, Germany",52.5475994,13.4194218
00008100_0016cdd8,00008100:0016cdd8,00164,Pankow,Pankow,Grünanlage,Elisabethweg 1,,,,3146.0,gewidmet,3400722.0,Parkstraße,"Elisabethweg 1, Berlin, Germany",52.5744479,13.4064674
00008100_0016d3e1,00008100:0016d3e1,77800,Pankow,Prenzlauer Berg,Grünanlage,Zum langen Jammer,,2004.0,,6697.0,gewidmet,3601453.0,Alter Schlachthof,"Zum langen Jammer, Berlin, Germany",52.5212084,13.4655041
00008100_0016cfca,00008100:0016cfca,70578,Pankow,Prenzlauer Berg,Grünanlage,Ernst-Thälmann-Park,,,,114213.0,gewidmet,3701657.0,Thälmannpark,"Ernst-Thälmann-Park, Berlin, Germany",52.5387445,13.4337634
00008100_0016cfe1,00008100:0016cfe1,70530,Pankow,Stadtrandsiedlung Malchow,Grünanlage,nordwestl. Malchower Chaussee,,,,15711.0,gewidmet,3300517.0,Märchenland,"nordwestl. Malchower Chaussee, Berlin, Germany",,
00008100_00146d7f,00008100:00146d7f,64201,Friedrichshain-Kreuzberg,Friedrichshain,Grünanlage,Alt-Stralau 13-15,Ufergrünzug Spree,,,897.0,gewidmet,2500836.0,Stralauer Halbinsel,"Alt-Stralau 13-15, Berlin, Germany",52.496558,13.4665394
00008100_0016d00d,00008100:0016d00d,70602,Pankow,Prenzlauer Berg,Grünanlage,Volkspark Prenzlauer Berg,,,,283385.0,gewidmet,3601450.0,Volkspark Prenzlauer Berg,"Volkspark Prenzlauer Berg, Berlin, Germany",52.5357885,13.4632174
00008100_0016d127,00008100:0016d127,00783,Pankow,Blankenfelde,Grünanlage,Idehorst Landschaftspark,,,,36505.0,gewidmet,3200204.0,Blankenfelde,"Idehorst Landschaftspark, Berlin, Germany",,
00008100_0016cdcd,00008100:0016cdcd,00288,Pankow,Pankow,Grünanlage,Heinz-Knobloch-Platz,"Berliner Straße 32, 34",,,2649.0,gewidmet,3400826.0,Tiroler Viertel,"Heinz-Knobloch-Platz, Berlin, Germany",52.5623523,13.4113897
00008100_0016cdb1,00008100:0016cdb1,00408,Pankow,Buch,Grünanlage,Walter-Friedrich-Str.,Am Pumpenhaus,,2020.0,2341.0,gewidmet,3100103.0,Karower Chaussee,"Walter-Friedrich-Str., Berlin, Germany",52.6313292,13.4936193
00008100_0016d118,00008100:0016d118,00742,Pankow,Französisch Buchholz,Grünanlage,Grünzug am Siedlungsrand,Rosenthaler Weg/ Blankenfelder Str.,,,59156.0,gewidmet,3200310.0,Krugpfuhl,"Grünzug am Siedlungsrand, Berlin, Germany",,
00008100_0016cfd3,00008100:0016cfd3,70575,Pankow,Prenzlauer Berg,Grünanlage,Humannplatz,,,2012.0,14912.0,gewidmet,3601244.0,Humannplatz,"Humannplatz, Berlin, Germany",52.549074,13.4222957
00008100_0016cfb2,00008100:0016cfb2,70503,Pankow,Weißensee,Grünanlage,Goldfischteich,Werner-Klemke-Park,1999.0,,12145.0,gewidmet,3500933.0,Weißer See,"Goldfischteich, Berlin, Germany",52.5549577,13.4566418
00008100_0016cdb5,00008100:0016cdb5,00228,Pankow,Niederschönhausen,Grünanlage,Brosepark,Wackenbergstr. / Dietzgenstr.,,,39650.0,gewidmet,3200207.0,Herthaplatz,"Brosepark, Berlin, Germany",52.5845729,13.4051094
00008100_0016cdec,00008100:0016cdec,70121,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Neue Wiesen,,,,270465.8,gewidmet,3300517.0,Märchenland,"Neue Wiesen, Berlin, Germany",52.428039,13.6124663
00008100_0016cf47,00008100:0016cf47,70200,Pankow,Karow,Grünanlage,Siedlungsring zw. 9 und 11,Grünzug Siedlungsring,,,9012.0,gewidmet,3300411.0,Karow Nord,"Siedlungsring zw. 9 und 11, Berlin, Germany",,
00008100_0016ce75,00008100:0016ce75,70206,Pankow,Karow,Grünanlage,Münchehagenstr.,Wäldchen nördlich Hentzeweg,,,5733.0,gewidmet,3300411.0,Karow Nord,"Münchehagenstr., Berlin, Germany",52.6148397,13.4919725
00008100_0016d0f4,00008100:0016d0f4,00687,Pankow,Blankenfelde,Grünanlage,Zingergrabenniederung I,südliche Feldmark Blankenfelde,,,104448.0,-,3200204.0,Blankenfelde,"Zingergrabenniederung I, Berlin, Germany",,
00008100_0016d290,00008100:0016d290,70697,Pankow,Stadtrandsiedlung Malchow,Grünanlage,Blankenburger Pflasterweg nördlich,am Golfplatz,,,210652.0,gewidmet,3300517.0,Märchenland,"Blankenburger Pflasterweg nördlich, Berlin, Germany",,
00008100_0016cefc,00008100:0016cefc,00485,Pankow,Pankow,Grünanlage,Pestalozzistr. 9 - 11,,2007.0,,2643.0,gewidmet,3400722.0,Parkstraße,"Pestalozzistr. 9 - 11, Berlin, Germany",52.5714863,13.4056848
00008100_0016d411,00008100:0016d411,70894,Pankow,Prenzlauer Berg,Grünanlage,Mendelssohnstr.,,,,5406.0,gewidmet,3701659.0,Immanuelkirchstraße,"Mendelssohnstr., Berlin, Germany",52.5268935,13.419999
00008100_0016cdf6,00008100:0016cdf6,00771,Pankow,Blankenfelde,Grünanlage,Mönchmühler Straße III,westlich,,,14997.0,-,3200204.0,Blankenfelde,"Mönchmühler Straße III, Berlin, Germany",,
00008100_0016ceb5,00008100:0016ceb5,70179,Pankow,Weißensee,Grünanlage,Buschallee 87,Falkenberger Str. 27-30,,,5165.0,gewidmet,3501037.0,Rathaus Weißensee,"Buschallee 87, Berlin, Germany",52.554301,13.4760947
00008100_0016ce56,00008100:0016ce56,70213,Pankow,Karow,Grünanlage,Bedeweg / Achillesstr. / Ingwäonenweg,Park an den Käsematten,,,14785.0,gewidmet,3300411.0,Karow Nord,"Bedeweg / Achillesstr. / Ingwäonenweg, Berlin, Germany",,
00008100_0016cdc9,00008100:0016cdc9,00065,Pankow,Pankow,Grünanlage,Thulestr. 69 - 73,Prenzlauer Promenade/Eschengraben,,,5716.0,gewidmet,3400828.0,Spiekermann Straße,"Thulestr. 69 - 73, Berlin, Germany",52.555672,13.4271776
00008100_0016d07d,00008100:0016d07d,77862,Pankow,Prenzlauer Berg,Grünanlage,Blankensteinpark,Richard-Ermisch-Str.,2005.0,,36241.0,gewidmet,3601453.0,Alter Schlachthof,"Blankensteinpark, Berlin, Germany",52.5217669,13.4607796
00008100_0016d371,00008100:0016d371,70838,Pankow,Prenzlauer Berg,Grünanlage,Anton-Saefkow-Park,,,2020.0,65855.0,gewidmet,3601451.0,Anton-Saefkow-Park,"Anton-Saefkow-Park, Berlin, Germany",52.5374016,13.4401119
00008100_0016d0fb,00008100:0016d0fb,00660,Pankow,Blankenfelde,Grünanlage,Botanische Anlage Blankenfelde II,,,,227717.8,gewidmet,3200204.0,Blankenfelde,"Botanische Anlage Blankenfelde II, Berlin, Germany",,
00008100_0016d11b,00008100:0016d11b,00768,Pankow,Rosenthal,Grünanlage,Mönchmühler Straße I,westlich,,,1201.0,-,3400618.0,Rosenthal,"Mönchmühler Straße I, Berlin, Germany",52.6105904,13.3821172
00008100_0016cecb,00008100:0016cecb,70191,Pankow,Karow,Grünanlage,Haduweg (Arboretum),Zum Kappgraben,,,18372.0,gewidmet,3300411.0,Karow Nord,"Haduweg (Arboretum), Berlin, Germany",,
00008100_0016ceff,00008100:0016ceff,80081,Pankow,Prenzlauer Berg,Grünanlage,Thomas-Mann-Str. hinter 2-12,,,2021.0,2500.0,gewidmet,3601449.0,Michelangelostraße,"Thomas-Mann-Str. hinter 2-12, Berlin, Germany",,
00008100_0016cde2,00008100:0016cde2,00003,Pankow,Pankow,Grünanlage,Bürgerpark Pankow,Wilhelm-Kuhr-Straße,,,80808.0,gewidmet,3400620.0,Schönholz,"Bürgerpark Pankow, Berlin, Germany",52.5696873,13.3955497
