osm_type,osm_id,name,addr_street,addr_housenumber,addr_postcode,addr_city,opening_hours,wheelchair,phone,email,website,lat,lon
node,11377676159,Joselowitsch dental,,,,,"Mo 08:00-13:00, 14:00-19:00; Tu 08:00-13:00, 14:00-19:00; We 08:00-13:00; Th 08:00-13:00, 14:00-19:00; Fr 08:00-13:00",,+49-30-9317062,,https://www.dr-zahnarzt.berlin/,52.5453013,13.5718949
node,11407396944,Smile Shine,Bamberger Straße,49,10779,Berlin,,,,,https://www.zahnarztpraxis-sreekumar.de/,52.4941009,13.3375364
node,11407518399,Alexandra Stein,Kufsteiner Straße,5,10825,Berlin,,,,,https://www.zahnarztpraxis-stein.com/,52.487633,13.3372846
node,11414440181,Zahnarztpraxis Dirk Kondak & KollegInnen,Frankfurter Allee,151,10365,Berlin,,,,,https://www.zahnarztpraxis-dirk-kondak.de/,52.5132041,13.4819804
node,11422559631,Zahnärzte am Leo,,,,,"Mo,We 09:00-13:00,14:00-17:00; Tu,Th,Fr 10:00-13:00,14:00-18:00",,,,,52.5458904,13.3593028
node,11510695754,D. Naumann,,,,,Mo-Th 09:00-18:00; Fr 09:00-15:00,,,,,52.5501019,13.3850506
node,11510743372,Praxisgemeinschaft Martin Funke,,,,,"Mo-Th 08:00-12:00,14:00-18:00",,+493048637855,,https://www.zahnarzt-martin-funke.de,52.5717031,13.4072262
node,11514477186,Dr. med. dent. Ulrike Müller,Holsteinische Straße,19,10717,Berlin,,,,,https://die-zahnarztpraxis-wilmersdorf.de/,52.4910653,13.3250814
node,11538214175,Perleweiss,,,,,Mo-Th 09:00-18:00; Fr 09:00-15:00,,,,,52.5356388,13.3562296
node,11540450286,dentaxx Britz,Britzer Damm,116,12347,Berlin,Mo-Fr 08:00-20:00,no,+49 30 6064053,praxis-britz@dentaxx.de,https://zahnarzt-praxis-britz.de,52.4524085,13.4381439
node,11556295674,Silke Conrad,Hohenzollerndamm,182,10713,Berlin,"Mo,Th 10:00-18:00; We,Fr 09:00-14:00",,,,https://www.zahnpraxis-conrad.de/,52.4907968,13.3163371
node,11556295679,Boris Wais,Hohenzollerndamm,187,10713,Berlin,,,,,,52.4915965,13.3187828
node,11556295680,Dr. medic. stom. Gennady Esterov,Hohenzollerndamm,187,10713,Berlin,,,,,,52.4916029,13.3188315
node,11556823126,Orthodont,,,,,"Mo-We 09:00-13:00, Mo,Tu,Th 14:00-18:00, We 14:00-18:30",,,,,52.4678224,13.490114
node,11603093695,,,,,,,,,,,52.516859,13.3093527
node,11635521513,Berodent,Handjerystraße,3,12159,Berlin,Mo-Fr 10:00-18:00,,,,https://berodent-kfo.de/,52.4763553,13.3324646
node,11638252150,Dr. Ulrich Weik,,,,,"Mo-Fr 08:00-12:00, Mo,Tu 14:00-18:00, Th 14:00-20:00",,,,,52.4533576,13.4380476
node,11659638737,Dr. Gunnar Frahn,,,,,,,,,,52.4840406,13.5257706
node,11809481769,Zahnarztpraxis Kantstrasse,,,10627,,"Mo-Tu, Th 10:00-18:00; We 09:00-18:00; Fr 09:00-13:00",,030-3138579,kontakt@zahnarzt-kantstr.de,https://zahnarzt-kantstr.de/,52.5067727,13.3083202
node,11809513162,Zahnarztpraxis Berger,Ehrlichstraße,32,10318,Berlin,,,,,,52.4808881,13.5194864
node,11813466857,Novowhite,,,,,,,,,https://www.novowhite.de/,52.5135587,13.478921
node,11828745705,Dentalzentrum Grünau,,,,,Mo-Th 08:00-20:00; Fr 08:00-18:00,yes,+49 30 220117060,kontakt@dentalzentrum-gruenau.de,,52.41246,13.5730998
node,11828745706,Zahnarztpraxis Dr. Lucas & Dr. Herold,,,,,"Mo,Th 08:00-13:00; 14:00-18:00; Tu,We 09:00-13:00; 14:00-19:00; Fr 09:00-13:00",yes,+49 30 672 90 17,info@zahnfeen.com,https://www.zahnfeen.com/,52.4124723,13.5725362
node,11845019725,happybite Zahnzentrum,Lehrter Straße,23B,10557,Berlin,"Mo-Th 08:00-20:00; Fr 08:00-19:00; Sa,Su,PH off",,,,https://www.happybite-berlin.de,52.5305724,13.3623335
node,11866782286,Frank Hoffmann,,,,,"Mo-Th 09:00-12:00,13:30-17:30",,,,,52.4327266,13.4719912
node,11877912192,,,,,,"Mo,Th 09:00-18:00, Tu,We 08:00-15:30, Fr 08:00-14:00; PH off",no,,,,52.5125233,13.4182624
node,11897217628,Priesterjahn Ruth,Romy-Schneider-Straße,1,13599,Berlin,Mo 09:00-17:00; Tu 12:00-20:00; We 09:00-12:00; Th 11:00-19:00,,+49 30 33776483,,,52.5449238,13.2244438
node,11898924401,,,,,,,,+49 30 5445424,info@zahnarztpraxis-mahlsdorf.de,https://www.zahnarztpraxis-mahlsdorf.de/,52.5087315,13.6136035
node,11925432203,Huhndorf,Neustädtische Kirchstraße,6,,,,yes,+493020634610,praxis@zahnmedizin-huhndorf.de,https://zahnmedizin-huhndorf.de,52.518762,13.3856781
node,11956048098,Jens Matzat,Friedrich-Engels-Straße,52,,,"Mo, Tu, Th 13:00-19:00; We 08:00-14:00; Fr 08:00-13:00",no,0304772123,,,52.5847631,13.3907263
node,11983860345,Biss45,,,,,"Mo-Th 09:00-12:00, 13:00-19:00; Fr-Su, PH off",,+4930959989320,,https://biss45.de/,52.5118145,13.3045382
node,12037489221,Zahnarztpraxis Dr. Nancy Stahl,,,,,"Mo,Th 08:00-12:00,15:00-18:00; Tu,We,Fr 08:00-12:00",,,,,52.5017673,13.297401
node,12069832753,Zahnarztpraxis Irina Lin,,,,,"Mo-Tu,Th 09:00-20:00; We 09:00-15:00; Fr 09:00-17:00; PH closed",,+49 30 68893131,zahnarztpraxis-lin@gmx.de,https://zahnarztpraxis-lin.de/,52.4781815,13.4383464
node,12085739244,MeinDentist,Anklamer Straße,26,10115,Berlin,Mo-Fr 08:00-20:00,,+49 30 51999933,praxis-anklamer@meindentist.de,https://meindentist.de/berlin/mitte/,52.5362718,13.4010236
node,12112303001,Zahnärzte Norman Scheidereiter und Susann Unger,Prinzenallee,50,13359,,"Mo 09:30-13:00, 14:00-18:30; Tu, Th 09:00-13:00, 14:00-18:30; Fr 09:00-13:00",,+49304946206,,https://www.zahnarzt-wedding.de/de,52.5594031,13.386461
node,12125365862,MEINDENTIST,Karl-Marx-Straße,188,12043,Berlin,Mo-Fr 08:00-20:00,,+49 30 695282669,,https://meindentist.de/berlin/neukoelln/,52.4733097,13.4405797
node,12133771514,Dipl.-Stom. Heidrun Eschner,Berliner Allee,82,13088,Berlin,Tu 08:00-14:00; Th 11:00-19:00; Fr 08:00-12:00,,+49 30 9246064,praxis@eschner-mansfeld.de,https://eschner-mansfeld.de,52.5492347,13.4560554
node,12145644749,,Kantstraße,15A,10623,Berlin,,,+49 30 3133237,,,52.5060898,13.3266447
node,12153293351,Von Wolff,,,,,,,,,,52.5016001,13.3134421
node,12158159246,Caterina Vogel,Königsberger Straße,43,,,"Mo,We 10:00-18:00; Tu 08:00-14:00; Th 13:00-20:00; Fr 09:00-13:00",,+49 30 7722080,,,52.4283907,13.3239073
node,12158159251,Sibylle Hardt,Königsberger Straße,45,,,"Mo 12:00-19:30; Tu 11:00-13:00,14:00-19:30; Th 10:00-13:00,14:00-18:00; Fr 09:00-13:00",,+49 30 7728275,,https://www.zahn-hardt.de,52.4282566,13.3243928
node,12163449471,Zahnarztpraxis Lankwitz Dr. Roman Blühdorn,Kaulbachstraße,67A,,,Sprechzeiten nach Vereinbarung,,+49 30 8525219,info@zahnarztpraxis-lankwitz.de,,52.4390162,13.341284
node,12177706124,,,,,,"Mo,Tu,Th 09:00-18:00, We,Fr 09:00-15:00; PH off",no,+49 30 5588626,,,52.5187687,13.4219239
node,12183247396,Lagrou,Müllerstraße,151,,,,,+49304538089,,,52.5466147,13.3583227
node,12188572093,Dr. Karin Wellnitz,Rheinsteinstraße,4,10318,Berlin,Mo 10:00-18:00; Tu 08:30-15:00; We 12:00-19:00; Th 08:00-15:00; Fr 08:00-13:00,,,,,52.4827042,13.5268049
node,12192559687,Dr. Wolfgang Bender,,,,,,,,,,52.4532862,13.4386186
node,12241368367,MVZ Dr. Siebers,Soorstraße,26,,,Mo-Do 07:00-19:00; Fr 07:00-14:00,,+493031802300,info@zahnarzt-siebers.de,https://www.zahnarzt-siebers.de/,52.5104355,13.277197
node,12271801546,Dr. Thielicke,,,,,,,,,,52.5598663,13.3494698
node,12291736948,MeinDentist,Franz-Ehrlich-Straße,9,12489,Berlin,Mo-Fr 08:00-20:00,,+49 30 403684844,,https://meindentist.de/adlershof/franz-ehrlich-str/,52.4339341,13.54118
node,12306933220,Prophylaxepraxis Yvonne Wowk,,,,,Mo 08:00-19:00; Tu 11:00-19:00; We 08:00-16:00; Th 13:00-20:00; Fr 08:00-14:00,,,,,52.5708741,13.4106891
node,12314441299,"Dr. med. dent. Martin Kraemer
Gemeinschaftspraxis",Hildburghauser Straße,29 b,,,,,+49 30 7218420,,,52.4130508,13.352793
node,12323800377,Dent GmbH Zahntechnisches Labor,,,,,,,,,,52.5513733,13.4414709
node,12395604492,Zahnarztpraxis Löger,,,,,"Mo,Th 08:00-19:00, Tu,Fr 08:00-12:00, We 08:00-12:30, Tu 13:00-18:00",,,,,52.5168991,13.4794731
node,12400804018,Dr. Jain,,,,,,,,,,52.510536,13.2834044
node,12404664952,"Dr. Simon, Simon-Kurzawa",,,,,Mo-Th 09:00-19:00; Fr 09:00-17:00,,,,,52.4096662,13.4043955
node,12420649482,Boris Shrage & Kollegen,,,,,"Mo 09:00-13:00,14:00-18:00; Tu 11:00-15:00,16:00-20:00; We 10:00-14:00; Th 09:00-15:00; Fr 09:00-14:00",,,,,52.500264,13.3255177
node,12420725581,Reese & Wilke,,,,,,limited,,,,52.500654,13.3304939
node,12488509944,Dr. Annegret Presting-Koite,Gierkeplatz,12,10585,Berlin,Mo 12:00-19:00; Tu-We 09:00-19:00; Th-Fr 09:00-16:00,,+49 30 3418585,,,52.5176859,13.3027135
node,12499058001,Zahnarztpraxis Dr. Ziegler,Müllerstraße,56-58,13349,,,,03045199191,praxiszipi@t-online.de,https://www.zahnarztpraxisdrziegler.de/,52.5543784,13.3467692
node,12509442854,Konzeptdental,Residenzstraße,122,,,,,+4930 4959090,,https://www.zahn-reinickendorf.de,52.5664574,13.3633318
node,12565804410,,,,,,,,,,,52.4655522,13.3846106
node,12587462774,Dentologicum,,,,,,,,,,52.563641,13.3639866
node,12594249966,Zahnärzte Buckow,,,,,,,,,,52.4231869,13.4358407
node,12610058101,M. Nakhoda-Laas,Schönwalder Straße,30,13347,,"Mo-Tu, Th 09:00-12:00, 15:00-18:00; Fr 09:00-12:00",,4652432,,,52.5422714,13.3750727
node,12613103902,Zahnarztpraxis Dr. Jochen Steuerwald und Kollegen,Eisenacher Straße,,10781,Berlin,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 08:00-13:00",no,+49 30 2187237,info@zahnarzt-steuerwald.de,https://www.zahnarzt-steuerwald.de/,52.4900176,13.3493194
node,12618380489,Zahnarztpraxis am Anhalter Bahnhof,,,,,"Mo,Tu,Th,Fr 08:00-13:00, Mo,Tu,Th 14:00-18:00, We 09:00-15:00",yes,,,,52.5044985,13.3809236
node,12673203083,Dr.med.dent. Stefan Rattunde,Olympische Straße,10,,,,,0303042313,,https://www.zahnarzt-rattunde.de/,52.5166261,13.2581307
node,12708075962,Zahnärztin Dr. med. dent. Judith Mehner,,,,,Mo 12:00-19:00; Tu 08:00-15:00; We 08:00-12:00; Th 14:00-20:00,,+49 30 65 47 05 46,,,52.4280129,13.5847067
node,12715905761,Zahnarztpraxis Dr. Döpel,Lichtenberger Straße,1,10178,Berlin,"Mo-Do 08:00-13:00,14:00-19:00; Fr 08:00-13:00",,+49-30-4273664,,https://www.dr-doepel.de/,52.5219368,13.4284875
node,12723910763,Zahnkult am Weißensee,Berliner Allee,158,13088,Berlin,Mo 08:00-20:00; Tu 08:00-19:00; We-Th 08:00-20:00; Fr 08:00-18:00,,,,https://zahnkult.berlin,52.5519674,13.4662257
node,12761936900,Zahnärzte am Friedrichshain,Matthiasstraße,11,10249,Berlin,Mo-Fr 08:00-20:00,,+49-30-42028952,praxis@zaf-berlin.de,https://www.zaf-berlin.de/,52.5232399,13.4403283
node,12800708138,Zahnärztin Irina Herzog,Lübecker Straße,51,,,"Mo,Th 15:00-19:00; Tu-We 08:00-16:00; Fr 08:00-13:00",,+49 30 39789255,,,52.5267648,13.3451751
node,12830935663,Beate Bünger,,,,,"Mo,Th 09:00-13:00,15:00-19:00; Tu 09:00-14:00 || 14:00-21:00; We,Fr 09:00-14:00",,,,,52.5547909,13.3438892
node,12860637971,Zahnarztpraxis Olyslager & Uffmann,,,,,,,+49 30 44737030,,https://www.praxissenefelder.de,52.5432994,13.4237744
node,12905424134,Dr. Gudrun Anschütz,Karl-Marx-Straße,192,12055,Berlin,,,,,,52.473042,13.4407002
node,12911295748,Ulrich Knabe,Mariendorfer Damm,144,12107,Berlin,closed,,,,,52.4384796,13.3875275
node,12912238368,Zahnarztpraxis Silvia Hartung,Palisadenstraße,82,10243,Berlin,"Mo,We 09:00-15:00; Tu,Th 09:00-18:00",,+49-30-427 1997,info@zahnarzt-fhain.de,https://zahnarzt-fhain.de/,52.5202317,13.4328497
node,12912290103,Zahnarzt Friedrichshain,Frankfurter Allee,42,10247,Berlin,Mo-Th 08:00-19:00; Fr 08:00-12:00,no,+49-30-291 2161,,https://zahnarztfriedrichshain.com/,52.5146755,13.4629182
node,12926260443,Dr. Leuenberg Zahnarztpraxis,Charlottenburger Straße,1,13086,Berlin,"Mo 08:00-14:30; Tu 13:00-19:30; We 13:00-19:30; Th 08:00-14:30; Fr ""mit Termin""",,+49-30-925 3416,mail@leuenberg-zahnarztpraxis.de,https://www.leuenberg-zahnarztpraxis.de,52.5500515,13.4536477
node,12945024511,Dr. Uta Janssen,Manfred-von-Richthofen-Straße,18,12101,Berlin,,,,,https://www.zahnarzt-in-tempelhof.de/,52.4831902,13.3818654
node,12969012336,Zahnarztpraxis Metz,Karl-Marx-Allee,61,10243,Berlin,"Mo,Tu,Th 08:00-13:00,14:00-18:00; Fr 08:00-13:00",,+49-30-427 2544,,,52.5185762,13.4315008
node,13058146861,Zahnarztpraxis Birgit Samarrai,,,,,"Mo,We,Fr 09:00-15:00; Tu,Th 14:00-19:00",,,,,52.5121655,13.288979
way,28303205,Zahnarztpraxis Dr. Meyer,Landsberger Allee,49,10249,Berlin,Mo-Su 20:00-02:00,no,+49 30 13 02 31 437,,,52.5245233,13.4406287
way,57796020,Zahnarztpraxis Dr. Kämpfe & Dr. Midderhoff,Seeburger Weg,13,13581,Berlin,,no,+49 30 36 19 07 1,info@zahnarzt-spandau.de,https://www.zahnarzt-spandau.de/,52.5244502,13.1763198
way,68730451,Zahnärztin Dr. med. Michaela Kirchner,Brunsbütteler Damm,274,13591,Berlin,"Mo,We 12:00-19:00; Tu,Th 08:00-14:00; Fr 08:00-12:00 || ""nach Vereinbarung""",,+49 30 367 069 0,,https://spandau.zahnarzt-staaken.de,52.5332447,13.1556798
way,94445292,MVZ Medeco Berlin Dahlem,Podbielskiallee,89,14195,Berlin,"Mo-Fr 07:00-21:00; Sa,Su 09:00-18:00",,+49 30 8419100,,https://www.mvzmedeco.berlin/standort-dahlem,52.4588124,13.3030237
way,154605413,Zahnglück,,,,,"Mo-Th 08:00-20:00, Fr 08:00-15:00; PH off",,+49 30 56701770,email@zahnglueck-berlin.de,https://www.zahnglueck-berlin.de,52.4965759,13.5776902
way,211149952,Zahnmanufaktur Zehlendorf,Argentinische Allee,211,14169,Berlin,,,,,https://www.zahnmanufaktur-zehlendorf.com/,52.4511615,13.2620674
way,212674868,Zahnärzte an den Kaulsdorfer Seen,Achardstraße,24,12621,Berlin,"Mo,We 8:00-12:00,13:00-15:00; Tu,Th 13:00-18:00; Fr 8:00-12:00; Sa,Su,PH off",,+49 30 5660546,praxis.niewolik@t-online.de,https://zahnarztpraxis-niewolik.de,52.4990431,13.5847152
way,243780677,Praxis für Zahnmedizin,Landsberger Allee,223,13055,Berlin,Mo-Fr 08:00-20:00,yes,+49 30 92408530,info@praxis-zahnmedizin.de,https://www.praxis-zahnmedizin.de/,52.5352716,13.4854569
way,293129382,Zahnarztpraxis Sabrina Smolny,Eichborndamm,290,13437,Berlin,,,,,,52.5947443,13.3315305
relation,14319705,Dr. med. dent. Alexander Korb,,,,,,,,,,52.5138251,13.5543173
relation,14331970,Dr. med. dent. Karl-Heinz Kossack,,,,,,,,,,52.5112454,13.6126287
relation,14331971,Dr. med. dent. Kathrin Käppler,,,,,,,,,,52.5112454,13.6126287
relation,14331972,Dr. med. dent. Christoph Kossack,,,,,,,,,,52.5112454,13.6126287
relation,16180048,Zahnärzte Patricia Würden und Heike Köhler,,,,,,,,,https://www.praxis-wuerden.de/,52.4258946,13.4348992
