name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,layer,phone,email,website,latitude,longitude,source
REWE,Marzahner Promenade,1,12679,Berlin,Mo-Sa 08:00-20:00,Rewe,,,,,,yes,wlan,,,,https://www.rewe.de/marktseite/berlin/4040080/rewe-markt-marzahner-promenade-1a/?ecid=seo_localseo_4040080_g_nn_nn_nn_nn_nn,52.5444325,13.545136,
Rewe,Rustweg,1,13587,Berlin,"Mo-Sa 07:00-23:00; Su,PH off",REWE,,,,,,yes,,,+49 30 35131233,,,52.575897,13.2133845,
Örs Market,Kochstraße,14,10969,Berlin,Mo-Fr 06:30-19:00; Sa 06:30-18:00,,,,,,,limited,,,+49 172 3103485,,,52.5065583,13.3896566,
Bio Company,Müllerstraße,141,13353,Berlin,"Mo-Sa 08:00-21:00; Mo-Sa 07:30-21:00 ""Backshop""",Bio Company,,,,,,yes,,,,,,52.5487318,13.3538849,
Sattva,Reichenberger Straße,122,10999,Berlin,,,,,,,,limited,,,,,,52.4952578,13.4319395,
Sila-Markt,Turmstraße,37,10551,Berlin,,,,,,,,limited,,,,,,52.5267843,13.336889,
Alnatura Super Natur Markt,Bölschestraße,63,12587,Berlin,Mo-Sa 08:00-20:00,Alnatura,,yes,yes,yes,,yes,,,+493060033397,,,52.4551665,13.6255086,
EDEKA,Riesaer Straße,102,12627,Berlin,Mo-Sa 07:00-21:00; PH off,EDEKA,,,,,,yes,,,,e4070087@minden.edeka.de,,52.5299667,13.6208656,
REWE,Potsdamer Straße,128,10783,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+49 30 23455691,,https://www.rewe.de/,52.4992507,13.3621337,
Denns BioMarkt,Bizetstraße,17-19,13088,,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,,,https://www.denns-biomarkt.de/,52.5474522,13.4509431,
Bio Company,,,,,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.4991298,13.3244063,
REWE,Neumannstraße,13,13189,Berlin,Mo-Sa 08:00-21:00,Rewe,,,,,,yes,,,,,https://www.rewe.de/marktseite/berlin-pankow/4040722/rewe-markt-neumannstr-13/,52.5613117,13.4227915,
Bio Company,Berliner Allee,26,,,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.5478176,13.4507131,
LPG BioMarkt,Viktoriastraße,10-18,12105,,Mo-Sa 07:30-20:00,LPG BioMarkt,,,,,,yes,,,+49 30 439739180,,https://www.lpg-biomarkt.de/,52.4546467,13.3820803,
Denns BioMarkt,Alt-Rudow,24,12357,Berlin,Mo-Sa 08:00-20:00,Denns BioMarkt,,,,,,yes,,,,,,52.4202432,13.4918666,
BioInsel,Leberstraße,2,10829,Berlin,Mo-Sa 08:00-20:00,,,yes,yes,,,yes,,,,,,52.4857109,13.3610287,
Alnatura Super Natur Markt,Else-Lasker-Schüler-Straße,18-22,10783,Berlin,Mo-Sa 07:30-21:00; PH off,Alnatura,,,,,,yes,wlan,,+49 30 25759621,,https://www.alnatura.de/,52.5001242,13.3545269,
Netto Marken-Discount,Bruno-Taut-Straße,8,12524,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/Berlin/Bruno-Taut-Str-8/5596/,52.4127316,13.5692808,
PENNY,Winterfeldtstraße,74,10781,Berlin,Mo-Sa 07:00-22:00,Penny,,yes,,yes,yes,yes,,,+49 221 20199959,,https://www.penny.de,52.4963863,13.3478324,
Denns BioMarkt,,,,,Mo-Sa 08:00-21:00,Denns BioMarkt,,yes,yes,yes,,yes,,,,,,52.4949861,13.4205474,
Punjab Foods Afro Shop,Tromsöer Straße,6,13359,Berlin,Mo-Sa 09:00-20:00,,,,,,,yes,,,+49 30 49301241,,,52.5582594,13.3742829,
Schnittstelle,Urbanstraße,100,10967,Berlin,Mo 15:30-19:00,,,,,,,limited,,,,schnittstelle@jpberlin.de,http://www.solidar-schnittstelle-berlin.de,52.4898742,13.422358,
Bolu,Müllerstraße,35,13353,Berlin,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,,,,,yes,,,,,,52.5489311,13.355191,
Denns BioMarkt,Rheinstraße,60,12159,Berlin,Mo-Sa 08:00-20:00,Denns BioMarkt,,yes,yes,,,yes,,,+49 30 81006164,,https://www.biomarkt.de/berlin-rheinstr-60/marktseite,52.4700835,13.3341154,
EDEKA Residenzstraße,Residenzstraße,34,13409,Berlin,Mo-Sa 07:00-20:00,Edeka,,,,,,yes,,,,,,52.5669709,13.3613922,
TS Foods Supermarkt,Alt-Moabit,74,10555,Berlin,Mo-Sa 10:00-20:00,,,,,,,yes,,,+4930 39741119,,http://tsfoods-supermarkt.de/,52.5241928,13.3331988,
Biolino,Crellestraße,38,10827,Berlin,Mo-Fr 08:00-18:30; Sa 09:00-14:00,,,,,,,no,,,+49 30 7881530,,,52.4879674,13.3603428,
Go Asia,Hauptstraße,132,10827,Berlin,Mo-Sa 09:00-20:00,Go Asia,,,,,,yes,,,,,,52.4845565,13.3537504,
Schwärmerei,Elsenstraße,52,12059,Berlin,Tu 17:00-18:00,,,,,,,,,,,,https://thefoodassembly.com/de/assemblies/146,52.4858904,13.4484506,
Asia Kauf,Rheinstraße,24,12161,Berlin,Mo-Fr 09:00-18:30; Sa 09:00-16:00,,,,,,,yes,,,,,,52.4681433,13.3313969,
Netto,,,,,Mo-Sa 08:00-21:00,Netto,,,,,,yes,,,,,,52.5124355,13.4330222,
REWE City,Bahnhofstraße,23-25,12555,Berlin,Mo-Sa 06:00-22:00; PH off,Rewe,,,,yes,,yes,wlan,,,,https://www.rewe.de/marktseite/berlin-koepenick/4040488/rewe-markt-bahnhofstr-23-25/,52.4577394,13.5789184,
Netto Marken-Discount,Martin-Luther-Straße,24,10777,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,+49 800 2000015,,https://www.netto-online.de/filialen/Berlin-Schoeneberg/Martin-Luther-Str-24/7638/,52.496021,13.3458185,
Aldi,Neumannstraße,13,13189,Berlin,Mo-Sa 08:00-20:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/neumannstrasse-13/3182714,52.5613631,13.4225947,
Edeka,Kladower Damm,366 B,14089,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,+493036433134,,https://www.edeka.de/eh/minden-hannover/edeka-theuerkauf-kladower-damm-366b/index.jsp,52.4550765,13.1439156,
Aldi Nord,Senftenberger Ring,17,13439,Berlin,Mo-Sa 07:00-21:00,,,,,,,,,,08007234870,,,52.5995142,13.3548869,
E-Center,Hansastraße,236,13051,Berlin,Mo-Sa 07:00-21:00,EDEKA,,,,,,yes,,,,,,52.5605173,13.4988103,
HIT,Wilmersdorfer Straße,26-28,10585,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",HIT,,,,,,yes,,,,,,52.5135233,13.3047764,
Nazar Supermarkt,Potsdamer Straße,111,10783,Berlin,,,,,,,,limited,,,,,,52.4994583,13.3630907,
Rewe,Prerower Platz,1,13051,Berlin,"Mo-Sa 08:00-20:00; PH,Su off",Rewe,,,,,,yes,,,,,,52.5648536,13.5067596,
Mitte Meer,Kolonnenstraße,30 b,10829,Berlin,"Mo-Th 10:00-20:00, Fr-Sa 09:00-20:00",,,,,,,yes,,,+49 30 398 01 63,,http://www.mitte-meer.de/,52.484833,13.3693011,
Bolu,Kleiststraße,32-33,10787,Berlin,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,,,,,yes,,,+49 30 23630397,,http://www.bolu-berlin.de/bolu/index.php?option=com_zoo&task=item&item_id=31&Itemid=369&lang=de,52.5003829,13.3484057,
Denns BioMarkt,Motzstraße,24,10777,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,+49 30 34388313,,https://www.biomarkt.de/berlin-motzstr-24/marktseite,52.4980181,13.3483763,
Düzgün,,,,,Mo-Sa 08:00-21:00,Nahkauf,,,,,,limited,,,,,,52.5042204,13.3071955,
Go Asia,Tempelhofer Damm,120,12099,Berlin,"Mo-Sa 09:30-20:00; Su,PH off",Go Asia,,,,,,limited,,,,,https://goasia.net/en/store_list/berlin-tempelhof,52.4690441,13.3852152,
Bio Company,Hasenheide,32-38,10967,,Mo-Fr 08:00-21:00,Bio Company,,yes,yes,yes,,yes,,,+49 30 688192270,,https://www.biocompany.de/,52.4884752,13.4150932,
Eurogida,Potsdamer Straße,152,10783,Berlin,Mo-Sa 07:00-20:00,,,,,,,yes,,,,,,52.4967793,13.3611893,
Baraka Supermarkt,Hauptstraße,137,10827,Berlin,,,,,,,,,,,,,,52.4852216,13.355069,
Go Asia,Nollendorfplatz,8-9,10777,Berlin,Mo-Sa 09:00-21:00,Go Asia,,,,,,yes,,,,,,52.4986926,13.3544224,
EDEKA,Knesebeckstraße,56,10719,Berlin,"Mo-Fr 08:00-24:00; Sa 08:00-23:30; Su,PH off",Edeka,,,,,,yes,wlan,,,,,52.5005138,13.3222176,
Norma,Wassermannstraße,97,12489,Berlin,Mo-Sa 08:00-20:00,Norma,,,,,,yes,,,,,https://www.norma-online.de/,52.4377511,13.5547611,
EDEKA,Straßburger Straße,9A-C,10405,Berlin,Mo-Sa 08:00-22:00,Edeka,,,,,,yes,,,+49 30-24627615,,https://www.edeka.de/,52.5291922,13.4135783,
Bio Company,Greifswalder Straße,212,10405,Berlin,Mo-Sa 08:00-21:00,Bio Company,,yes,yes,,,yes,,,+49 30 25 20 93 29-0,,https://www.biocompany.de/bio-company-markt-finden/l/berlin/greifswalder-strasse-212/358408,52.5320465,13.4277612,
Nahkauf,,,,,Mo-Sa 07:00-20:00,Nahkauf,,,,,,,,,,,,52.549407,13.1559808,
Denns BioMarkt,Hanne-Sobek-Platz,,13357,,Mo-Su 08:00-22:00,Denns BioMarkt,,yes,yes,,,yes,,,+49 30 40007835,,https://www.biomarkt.de/berlin-hanne-sobek-platz/marktseite,52.5486803,13.3891398,
Asia Lebensmittel,Brückenstraße,5,12439,Berlin,,,,,,,,,,,,,,52.4574614,13.5111972,
Bio Company,Hermannstraße,199,12049,Berlin,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,+49 30 287086100,,https://www.biocompany.de/bio-company-markt-finden/l/berlin/hermannstrasse-199/358404,52.4751837,13.4275096,
Denns BioMarkt,,,,,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,,,,52.4684302,13.4414052,
Rewe,,,,,,REWE,,,,,,,,,,,,52.5366422,13.6024143,
Aldi,,,,,Mo-Sa 08:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.4589559,13.3830946,
Edeka Tempelhofer Damm,Tempelhofer Damm,198,12099,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,http://mein.edeka.de/eh/de/minden_hannover/6651/,52.4585848,13.3828398,
Denns BioMarkt,Bahnhofstraße,33-38,12555,Berlin,Mo-Sa 08:00-20:00; PH closed,Denns BioMarkt,,,,,,yes,,,,,,52.458381,13.5786692,
Aldi,,,,Berlin,"Mo-Sa 09:30-20:00; PH,Su off",Aldi Nord,,,,,,yes,,,,,,52.5101681,13.3808444,
EDEKA,,,,Berlin,Mo-Sa 08:00-21:00,Edeka,,,yes,yes,,yes,,,,,,52.5186498,13.4164837,
Edeka,Eckertstraße,7-11,10249,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Edeka,,,,,,yes,,,,e4089395@minden.edeka.de,,52.5197889,13.4503543,
REWE,Hauptstraße,141-144,10827,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Rewe,,yes,yes,yes,,yes,wlan,,,,,52.4856469,13.3561779,
Anant Indischer Supermarkt,Anzengruberstraße,20,12043,Berlin,,,,,,,,,,,,,,52.480609,13.4394675,
Norma,Skalitzer Straße,141,10999,Berlin,Mo-Sa 07:00-21:00,Norma,,,,,,yes,,,,,,52.499004,13.4163673,
Alnatura Super Natur Markt,,,,,"Mo-Sa 08:00-21:00; Su,PH off",Alnatura,,yes,yes,yes,,yes,,,,,,52.5086589,13.3047894,
Alnatura Super Natur Markt,Friedrichstraße,191,10117,Berlin,Mo-Sa 08:00-21:00; PH off,Alnatura,,,,,,yes,,,,,,52.5110708,13.3893114,
Alnatura Super Natur Markt,Chausseestraße,10,10115,Berlin,Mo-Sa 08:00-21:00; PH off,Alnatura,,,,,,yes,wlan,,,,https://www.alnatura.de/,52.5284331,13.3859899,
Denns BioMarkt,Adlergestell,259,12489,Berlin,Mo-Sa 08:00-20:00; PH off,Denns BioMarkt,,,,yes,,yes,,,,,https://www.denns-biomarkt.de/,52.4353773,13.5419279,
Denns BioMarkt,Danziger Straße,73-77,10405,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,,,,52.5390981,13.4254546,
Atix,Neue Promenade,8,,,,,,no,no,,,yes,,,,,,52.5226071,13.4010483,
Samariter Unverpackt,,,,,Tu-Fr 10:00-19:00; Sa 10:00-16:00,,,,,,,no,,,,,,52.5170593,13.466245,
Netto Marken-Discount,Alex-Wedding-Straße,3,10178,Berlin,Mo-Fr 07:00-22:00; Sa 08:00-20:00,Netto Marken-Discount,,,yes,yes,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Mitte/Alex-Wedding-Str-3/5632/,52.5250782,13.4153068,
Lidl,Müllerstraße,25,13353,Berlin,Mo-Sa 07:00-22:00,Lidl,,yes,,yes,,yes,,,,,,52.5464131,13.3599245,
Bolu,,,,,,,,,,,,limited,,,,,,52.5282875,13.194756,
Penny Underground,Müllerstraße,153,,,Mo-Sa 07:00-22:00,Penny,,yes,yes,yes,,yes,,,,,,52.5460014,13.3593645,
nahcity,Rosenthaler Straße,11,10119,,Mo-Sa 08:00-21:00,,,,,,,limited,,,,,,52.5278089,13.4026632,
Bio Company,Kladower Damm,362-364,14089,Berlin,Mo-Sa 08:00-20:00,Bio Company,,,,,,yes,,,+49 30 639640010,,,52.4555175,13.1449754,
Bio Company,Gleimstraße,30-35,10437,Berlin,Mo-Sa 08:00-21:00,Bio Company,,yes,yes,yes,,yes,,,+49 30 644929090,,https://www.biocompany.de/,52.5477143,13.4120467,
Smak Russische Lebensmittel,,,,,,,,,,,,,,,,,,52.5422769,13.2057306,
Bio Company,Martin-Luther-Straße,14,10777,Berlin,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.498189,13.3456881,
Safrani,Wilmersdorfer Straße,44,10627,Berlin,,,,,,,,no,,,,,,52.5103419,13.3053472,
Calvin Discount,Calvinstraße,1,10557,Berlin,Mo-Sa 07:30-20:30,,,,,,,limited,,,,,,52.5240137,13.3520522,
Bio Company,Weißenhöher Straße,108,12683,Berlin,08:00-20:00,Bio Company,,,,,,yes,,,,,,52.5069556,13.5598549,
AZZAM,Turmstraße,57-58,10551,Berlin,Mo-Sa 08:00-19:00; PH off,,,,,,,yes,,,,,,52.5274557,13.3299654,
Mix Markt,,,,,Mo-Sa 08:00-20:00; PH off,Mix Markt,,,,,,limited,,,,mixmarkt222@monolith-gruppe.com,,52.5326682,13.1554903,
Nadaf,,,,,Mo-Sa 09:00-22:00,,,,,,,yes,,,,,,52.4747344,13.4398121,
Nahkauf,,,,,Mo-Sa 07:00-22:00,Nahkauf,,,,,,,,,,,,52.5619592,13.4676799,
,,,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,52.5441031,13.547627,
Kaufland,Karl-Liebknecht-Straße,13,10178,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Kaufland,,,,,,yes,wlan,,,,https://filiale.kaufland.de/service/filiale/berlin-mitte-8920.html,52.5224189,13.4075889,
Netto Marken-Discount,Wilmersdorfer Straße,46,10627,Berlin,Mo-Sa 08:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Charlottenburg/Wilmersdorfer-Str-46/7679/,52.5084018,13.3055222,
Eurogida,,,,,,,,,,,,yes,,,,,,52.5088125,13.3045006,
EDEKA,Obstallee,28-30,13593,Berlin,Mo-Sa 07:00-20:00; PH off,Edeka,,,,,,yes,,,,,,52.5221765,13.1638589,
Balkan Šop-Ilić,Dahlmannstraße,22,10629,,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,,,,,,,,,+49 30 32702181,,https://www.balkanshop-transporte-ilic.com/,52.5008416,13.3041489,
Eurogida,Wilhelmsruher Damm,129,13439,,,,,,,,,,,,,,,52.5962596,13.3552924,
Edeka,,,,,"Mo-Fr 07:30-19:00, Sa 07:30-16:00",Edeka,,,,,,,,,,,,52.5669682,13.3485717,
Kernkraft - Rund um die Nuss,Markgrafendamm,3,10245,Berlin,Sa 09:00-15:30,,,,,,,yes,,,,,https://www.kernkraft-berlin.de/,52.4980205,13.4652952,
REWE City,Bismarckstraße,91,10625,Berlin,"Mo-Fr 06:00-24:00; Sa 06:00-23:30; Su,PH off",Rewe,,,,yes,yes,yes,,,,,https://www.rewe.de/marktseite/berlin-charlottenburg/1931103/rewe-markt-bismarckstr-91/,52.5115365,13.3095903,
Alscham,,,,,,,,,,,,,,,,,,52.4823769,13.4382823,
Al Madina,,,,,,,,,,,,yes,,,,,,52.4871266,13.4267676,
Denns BioMarkt,Prenzlauer Promenade,192,13189,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,,,,,yes,,,,,,52.551672,13.4299375,
Eurogida,Hermannstraße,218,12049,,Mo-Sa 08:00-20:00,,,,,,,yes,,,,,https://www.eurogida.de/,52.4790826,13.4259339,
REWE,Landsberger Allee,277,13055,Berlin,Mo-Sa 07:00-20:00,Rewe,,,,,,yes,,,,,,52.5356385,13.4968091,
Alnatura Super Natur Markt,,,,,Mo-Sa 08:00-21:00,Alnatura,,,,yes,,yes,wlan,,,,,52.5267664,13.3326493,
Netto Marken-Discount,,,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,yes,yes,yes,,yes,,,,,,52.5335737,13.1978219,
Rewe,Pasteurstraße,19,10407,Berlin,Mo-Sa 07:00-21:45,Rewe,,,,,,yes,,,,,,52.5332863,13.43436,
Lidl,Prenzlauer Allee,44,10405,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,wlan,,,,,52.5362946,13.4229304,
Bio Company,Uhlandstraße,103,10715,Berlin,Mo-Sa 08:00-21:00,Bio Company,,yes,yes,yes,,yes,,,+49 30 263055890,,https://www.biocompany.de,52.4856632,13.3228152,
Reformhaus Bagheri,Wilmersdorfer Straße,157,10585,Berlin,"Mo-Fr 08:00-20:00; Sa 08:00-20:00; Su,PH off",,,,,,,,,,,,https://www.reformhaus.de/,52.5158399,13.3048493,
EDEKA,Schloßstraße,10,12163,Berlin,"Mo-Sa 08:00-21:00; Su,PH off",Edeka,,,,,,yes,,,+49 30 51655399,,https://www.edeka.de/eh/minden-hannover/edeka-schlo%C3%9Fstra%C3%9Fe-schlo%C3%9Fstr.-10-boulevard-berlin/index.jsp,52.4627571,13.3240444,
Netto,Mehrower Allee,20,12687,Berlin,Mo-Sa 08:00-20:00,Netto,,,,,,yes,,,,,https://netto.de/,52.5556604,13.5588338,
Netto Marken-Discount,Siemensdamm,43-44,13629,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/Berlin/Siemensdamm-43-44/5666/,52.536561,13.2754036,
Edeka Sapphire,Chausseestraße,43,10115,Berlin,Mo-Sa 07:00-21:00,Edeka,,yes,yes,,,yes,,,+49 30 25763150,,https://www.edeka.de/eh/minden-hannover/edeka-sapphire-chausseestr.-43/index.jsp,52.5342508,13.3787546,
Netto Marken-Discount,,,,,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin/Heerstr-221/5664/,52.5127262,13.1962538,
Tugra Gida,Hauptstraße,13,10827,Berlin,,,,,,,,,,,,,,52.4880045,13.3577161,
Alnatura Super Natur Markt,Konstanzer Straße,2,10707,Berlin,Mo-Sa 08:00-21:00,Alnatura,,,,,,yes,,,,,,52.498704,13.3121172,
Reformhaus Demski,Ludolfingerplatz,1a,13465,Berlin,"Mo-Fr 08:00-18:00; Sa,Su 08:00-14:00",,,,,,,yes,,,,lu@demski.de,,52.6329452,13.2893671,
Family Markt,,,,,,,,,,,,,,,,,,52.5357141,13.1950929,
El-Fj Supermarkt,,,,,Mo-Sa 08:00-20:00,,,,,,,yes,,,,,,52.4954043,13.4201374,
Mitte Meer,Prenzlauer Promenade,192,13189,Berlin,Mo-Sa 09:00-20:00,,,yes,yes,,,yes,,,,,,52.5517659,13.429981,
Aldi,,,,,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,,,,,,,52.4940203,13.3606389,
Aldi,Berolinastraße,7D,10178,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/berolinastrasse-7a/3180823,52.5218804,13.4232368,
REWE City,,,,,Mo-Sa 07:00-22:00; PH off,Rewe,,yes,yes,,yes,yes,wlan,,+49 30 33897719,,,52.5289253,13.4561482,
Maya d‘Afrique,Frankfurter Allee,267,10317,Berlin,,,,,,,,,,,+49 30 47594994,,,52.5111799,13.5026267,
EDEKA,Jungfernheideweg,2,13629,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,+49 (0)30 3670 0990,,,52.5370546,13.2721745,
Alnatura Super Natur Markt,Ludolfingerplatz,8A,13465,Berlin,Mo-Sa 08:00-20:00,Alnatura,,,,,,yes,,,,,https://www.alnatura.de/de-de/m%C3%A4rkte/alnatura-filialen-detailseiten/b/berlin-alnatura-super-natur-markt-b145,52.6322622,13.2870054,
Tianfu Asien-Supermarkt,Berliner Straße,15,10715,Berlin,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,,,,,limited,,,030 86090809,,https://tianfu.de/,52.4872214,13.3294174,
Bereket Market,,,,,,,,,,,,yes,,,,,,52.4496881,13.3847902,
EDEKA,Viktoria-Luise-Platz,10,10777,Berlin,"Mo-Sa 07:00-21:00; Su,PH closed",Edeka,,,,,,yes,,,+49 30 21018755,,,52.4952288,13.3416349,
Netto Marken-Discount,Corinthstraße,36,10245,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Friedrichshain/Corinthstrasse-32/5692/,52.5000253,13.4609567,
EDEKA Burau,Mainzer Straße,13,10715,Berlin,Mo-Fr 08:00-19:00; Sa 08:00-18:00; Su off,Edeka,,,,,,yes,,,+49 30 8533090,,,52.4797483,13.3267804,
Denns BioMarkt,Karl-Marx-Straße,66,12043,Berlin,Mo-Sa 09:00-21:00,Denns BioMarkt,,,,,,limited,,,+493083238550,,https://www.denns-biomarkt.de/berlin-karl-marx-str-66/marktseite/,52.4819759,13.4325712,
Bio Company,Rudi-Dutschke-Straße,17,10969,Berlin,Mo-Sa 07:30-20:00,Bio Company,,,,,,yes,wlan,,,,,52.5067343,13.3941121,
Europa Markt,,,10789,,Mo-Sa 09:00-23:00,,,,,,,,,,+493023627080,,,52.4996854,13.3346985,
Vinh-Loi Asien-Supermarkt,Ansbacher Straße,16,10787,Berlin,Mo-Sa 09:00-19:00; Su off,,,,,,,no,,,,,,52.503302,13.3424529,
Netto,Erich-Weinert-Straße,95,,,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,,52.5478568,13.4302622,
Alnatura Super Natur Markt,Heerstraße,221,13595,Berlin,Mo-Sa 08:00-20:00; PH off,Alnatura,,,,,,yes,,,,,https://www.alnatura.de/de-de/m%C3%A4rkte/alnatura-filialen-detailseiten/b/berlin-alnatura-super-natur-markt-b135,52.5126595,13.1969132,
Go Asia,Turmstraße,29,10551,Berlin,Mo-Sa 09:00-21:00,Go Asia,,yes,yes,yes,,no,no,,+49 30 39882841,,https://www.goasia.net,52.5265508,13.3416957,
Kefan,Zingster Straße,6,13051,Berlin,Mo-Su 08:00-21:00,,,,,,,yes,,,,,,52.5649609,13.5037243,
Can Market,,,,,Mo-Sa 08:00-20:00,,,,,,,yes,,,,,,52.437286,13.3446695,
Chau A Hoang Dic,,,,,,,,,,,,,,,,,,52.527555,13.4908178,
REWE,Allee der Kosmonauten,196,12685,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,,52.5412661,13.5649008,
El-Fi Supermarket,,,,,,,,,,,,,,,,,,52.5527831,13.382373,
LPG BioMarkt,Yorckstraße,24,10965,Berlin,Mo-Sa 08:00-21:00; PH off,LPG BioMarkt,,,,,,yes,wlan,,,info@lpg-biomarkt.de,,52.4925371,13.3787764,
Nahkauf,,,,,Mo-Sa 08:00-20:00,Nahkauf,,,,,,yes,,,,,,52.6096448,13.3353663,
Netto Marken-Discount,Gotlandstraße,6,10439,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,yes,yes,yes,,yes,wlan,,,,https://www.netto-online.de/filialen/Berlin/Gotlandstr-6/5725/,52.5547595,13.4113529,
Lidl,,,,,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5153174,13.2874342,
REWE,Bautzener Straße,36,10829,Berlin,Mo-Sa 07:00-22:00,Rewe,,yes,yes,yes,,yes,wlan,,,,,52.4915322,13.3712919,
Netto Marken-Discount,Weißenseer Weg,37,13055,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,limited,,,,,https://www.netto-online.de/filialen/Berlin-Alt-Hohenschoenhausen/Weissenseer-Weg-35/5730/,52.5355802,13.4746475,
REWE,Eldenaer Straße,42,10247,Berlin,PH off; Mo-Sa 07:00-23:00,Rewe,,,,,,limited,,,,,,52.5204377,13.46308,
Go Asia,Potsdamer Platz,,10785,,Mo-Sa 08:00-21:30; Su 08:00-20:00,Go Asia,,,,,,limited,,,+49 30 23002600,,https://goasia.net,52.5096419,13.3771793,
Aldi,Tamara-Danz-Straße,11,10243,Berlin,Mo-Sa 09:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.5064101,13.4458868,
REWE City,Konstanzer Straße,53,10707,Berlin,Mo-Fr 06:00-00:00; Sa 06:00-23:30,Rewe,,,,,,yes,,,+49 30 88625895,,https://www.rewe.de/marktseite/berlin-wilmersdorf/1931152/rewe-markt-konstanzer-str-53/,52.4955915,13.3111985,
Golden Ilakkya Asia,Rheinstraße,15,12159,Berlin,Mo-Sa 10:30-19:30,,,,,,,,,,,,,52.4696437,13.3329743,
Bio Company,,,,,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.5002409,13.4409705,
Aldi,Fritz-Reuter-Allee,184,12359,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/fritz-reuter-allee-184/3181847,52.437192,13.446031,
PENNY,Boxhagener Straße,80,10245,Berlin,Mo-Sa 07:00-23:00,Penny,,yes,,yes,,yes,wlan,,,,https://www.penny.de/markt/berlin/565849/penny-box-80-boxhagener-strasse-80,52.5078008,13.4676619,
AES Shop,Marienburger Straße,36,10405,Berlin,Mo-Fr 09:30-19:30; Sa 09:30-18:00,,,,,,,no,,,,,,52.5345065,13.4256884,
Nahkauf,,,,,Mo-Sa 07:00-22:00,Nahkauf,,,,,,,,,,,,52.6053919,13.3571415,
Denns BioMarkt,Müllerstraße,34,13353,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,,yes,yes,,yes,no,,,,,52.5484993,13.3558851,
